source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,7.783018649466491e-20,True,Extra-nuclear estrogen signaling,72,102,18,11004,0.17647058823529413,0.25,query_1,['REAC:R-HSA-8939211']
REAC,REAC:R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),4.313636384350513e-19,True,Senescence-Associated Secretory Phenotype (SASP),111,102,20,11004,0.19607843137254902,0.18018018018018017,query_1,['REAC:R-HSA-2559583']
REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,1.8721315715025114e-18,True,Signaling by Nuclear Receptors,289,102,27,11004,0.2647058823529412,0.09342560553633218,query_1,['REAC:R-HSA-162582']
REAC,REAC:R-HSA-1227986,Signaling by ERBB2,2.0962279501530915e-18,True,Signaling by ERBB2,46,102,15,11004,0.14705882352941177,0.32608695652173914,query_1,['REAC:R-HSA-9006934']
REAC,REAC:R-HSA-2219528,PI3K/AKT Signaling in Cancer,6.6212888861015735e-18,True,PI3K/AKT Signaling in Cancer,91,102,18,11004,0.17647058823529413,0.1978021978021978,query_1,['REAC:R-HSA-5663202']
REAC,REAC:R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,1.2497343106122611e-17,True,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,17,102,11,11004,0.10784313725490197,0.6470588235294118,query_1,['REAC:R-HSA-5637815']
REAC,REAC:R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,1.2497343106122611e-17,True,Signaling by Ligand-Responsive EGFR Variants in Cancer,17,102,11,11004,0.10784313725490197,0.6470588235294118,query_1,['REAC:R-HSA-1643713']
REAC,REAC:R-HSA-8878166,Transcriptional regulation by RUNX2,3.324230234303874e-17,True,Transcriptional regulation by RUNX2,118,102,19,11004,0.18627450980392157,0.16101694915254236,query_1,['REAC:R-HSA-212436']
REAC,REAC:R-HSA-5683057,MAPK family signaling cascades,1.2770040892362613e-16,True,MAPK family signaling cascades,310,102,26,11004,0.2549019607843137,0.08387096774193549,query_1,['REAC:R-HSA-162582']
REAC,REAC:R-HSA-1643713,Signaling by EGFR in Cancer,1.1857495159371666e-15,True,Signaling by EGFR in Cancer,23,102,11,11004,0.10784313725490197,0.4782608695652174,query_1,['REAC:R-HSA-5663202']
REAC,REAC:R-HSA-2559580,Oxidative Stress Induced Senescence,1.3780357925537942e-15,True,Oxidative Stress Induced Senescence,122,102,18,11004,0.17647058823529413,0.14754098360655737,query_1,['REAC:R-HSA-2559583']
REAC,REAC:R-HSA-5654741,Signaling by FGFR3,1.4549720133532664e-15,True,Signaling by FGFR3,32,102,12,11004,0.11764705882352941,0.375,query_1,['REAC:R-HSA-190236']
REAC,REAC:R-HSA-9755511,KEAP1-NFE2L2 pathway,1.757560830043222e-15,True,KEAP1-NFE2L2 pathway,124,102,18,11004,0.17647058823529413,0.14516129032258066,query_1,['REAC:R-HSA-9711123']
REAC,REAC:R-HSA-3700989,Transcriptional Regulation by TP53,4.1674177345815414e-15,True,Transcriptional Regulation by TP53,359,102,26,11004,0.2549019607843137,0.07242339832869081,query_1,['REAC:R-HSA-212436']
REAC,REAC:R-HSA-5654743,Signaling by FGFR4,4.84102820780593e-15,True,Signaling by FGFR4,35,102,12,11004,0.11764705882352941,0.34285714285714286,query_1,['REAC:R-HSA-190236']
REAC,REAC:R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,6.846280752241289e-15,True,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,36,102,12,11004,0.11764705882352941,0.3333333333333333,query_1,['REAC:R-HSA-2173793']
REAC,REAC:R-HSA-6804757,Regulation of TP53 Degradation,6.846280752241289e-15,True,Regulation of TP53 Degradation,36,102,12,11004,0.11764705882352941,0.3333333333333333,query_1,['REAC:R-HSA-6806003']
REAC,REAC:R-HSA-9711123,Cellular response to chemical stress,7.448503913642015e-15,True,Cellular response to chemical stress,210,102,21,11004,0.20588235294117646,0.1,query_1,['REAC:R-HSA-2262752']
REAC,REAC:R-HSA-9682385,FLT3 signaling in disease,8.714163322289331e-15,True,FLT3 signaling in disease,27,102,11,11004,0.10784313725490197,0.4074074074074074,query_1,['REAC:R-HSA-5663202']
REAC,REAC:R-HSA-6806003,Regulation of TP53 Expression and Degradation,9.354273368296426e-15,True,Regulation of TP53 Expression and Degradation,37,102,12,11004,0.11764705882352941,0.32432432432432434,query_1,['REAC:R-HSA-5633007']
REAC,REAC:R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,1.3107619971208756e-14,True,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,50,102,13,11004,0.12745098039215685,0.26,query_1,"['REAC:R-HSA-170834', 'REAC:R-HSA-212436']"
REAC,REAC:R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,2.125581027542563e-14,True,Downregulation of SMAD2/3:SMAD4 transcriptional activity,29,102,11,11004,0.10784313725490197,0.3793103448275862,query_1,['REAC:R-HSA-2173793']
REAC,REAC:R-HSA-157118,Signaling by NOTCH,4.656929496355532e-14,True,Signaling by NOTCH,231,102,21,11004,0.20588235294117646,0.09090909090909091,query_1,['REAC:R-HSA-162582']
REAC,REAC:R-HSA-5654736,Signaling by FGFR1,6.770556200017198e-14,True,Signaling by FGFR1,43,102,12,11004,0.11764705882352941,0.27906976744186046,query_1,['REAC:R-HSA-190236']
REAC,REAC:R-HSA-5357801,Programmed Cell Death,7.66100302838428e-14,True,Programmed Cell Death,208,102,20,11004,0.19607843137254902,0.09615384615384616,query_1,['REAC:0000000']
REAC,REAC:R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,8.011464048897646e-14,True,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,23,102,10,11004,0.09803921568627451,0.43478260869565216,query_1,['REAC:R-HSA-9009391']
REAC,REAC:R-HSA-5684996,MAPK1/MAPK3 signaling,9.108432290053933e-14,True,MAPK1/MAPK3 signaling,271,102,22,11004,0.21568627450980393,0.08118081180811808,query_1,['REAC:R-HSA-5683057']
REAC,REAC:R-HSA-170834,Signaling by TGF-beta Receptor Complex,1.0075305100546137e-13,True,Signaling by TGF-beta Receptor Complex,92,102,15,11004,0.14705882352941177,0.16304347826086957,query_1,['REAC:R-HSA-9006936']
REAC,REAC:R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,1.5390049367081256e-13,True,Toll Like Receptor 5 (TLR5) Cascade,95,102,15,11004,0.14705882352941177,0.15789473684210525,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-975871,MyD88 cascade initiated on plasma membrane,1.5390049367081256e-13,True,MyD88 cascade initiated on plasma membrane,95,102,15,11004,0.14705882352941177,0.15789473684210525,query_1,"['REAC:R-HSA-168142', 'REAC:R-HSA-168176']"
REAC,REAC:R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,1.5390049367081256e-13,True,Toll Like Receptor 10 (TLR10) Cascade,95,102,15,11004,0.14705882352941177,0.15789473684210525,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-9759194,Nuclear events mediated by NFE2L2,1.5390049367081256e-13,True,Nuclear events mediated by NFE2L2,95,102,15,11004,0.14705882352941177,0.15789473684210525,query_1,['REAC:R-HSA-9755511']
REAC,REAC:R-HSA-5663205,Infectious disease,1.7455815598699482e-13,True,Infectious disease,1062,102,39,11004,0.38235294117647056,0.03672316384180791,query_1,['REAC:R-HSA-1643685']
REAC,REAC:R-HSA-9607240,FLT3 Signaling,2.762714465711069e-13,True,FLT3 Signaling,36,102,11,11004,0.10784313725490197,0.3055555555555556,query_1,['REAC:R-HSA-1280215']
REAC,REAC:R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,3.226657705285222e-13,True,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,100,102,15,11004,0.14705882352941177,0.15,query_1,['REAC:R-HSA-975155']
REAC,REAC:R-HSA-975155,MyD88 dependent cascade initiated on endosome,3.6974396757986156e-13,True,MyD88 dependent cascade initiated on endosome,101,102,15,11004,0.14705882352941177,0.1485148514851485,query_1,"['REAC:R-HSA-168138', 'REAC:R-HSA-168181']"
REAC,REAC:R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,4.230891593956436e-13,True,Toll Like Receptor 7/8 (TLR7/8) Cascade,102,102,15,11004,0.14705882352941177,0.14705882352941177,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-9614085,FOXO-mediated transcription,4.756581642463146e-13,True,FOXO-mediated transcription,66,102,13,11004,0.12745098039215685,0.19696969696969696,query_1,['REAC:R-HSA-212436']
REAC,REAC:R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,4.756581642463146e-13,True,Toll Like Receptor 3 (TLR3) Cascade,103,102,15,11004,0.14705882352941177,0.14563106796116504,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-5688426,Deubiquitination,5.22705107825755e-13,True,Deubiquitination,298,102,22,11004,0.21568627450980393,0.0738255033557047,query_1,['REAC:R-HSA-597592']
REAC,REAC:R-HSA-109581,Apoptosis,5.487439305216279e-13,True,Apoptosis,176,102,18,11004,0.17647058823529413,0.10227272727272728,query_1,['REAC:R-HSA-5357801']
REAC,REAC:R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,6.093415197561778e-13,True,Toll Like Receptor 9 (TLR9) Cascade,105,102,15,11004,0.14705882352941177,0.14285714285714285,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-166166,MyD88-independent TLR4 cascade ,7.889625821935313e-13,True,MyD88-independent TLR4 cascade ,107,102,15,11004,0.14705882352941177,0.14018691588785046,query_1,['REAC:R-HSA-166016']
REAC,REAC:R-HSA-937061,TRIF (TICAM1)-mediated TLR4 signaling ,7.889625821935313e-13,True,TRIF (TICAM1)-mediated TLR4 signaling ,107,102,15,11004,0.14705882352941177,0.14018691588785046,query_1,['REAC:R-HSA-166166']
REAC,REAC:R-HSA-109606,Intrinsic Pathway for Apoptosis,9.486253588707137e-13,True,Intrinsic Pathway for Apoptosis,54,102,12,11004,0.11764705882352941,0.2222222222222222,query_1,['REAC:R-HSA-109581']
REAC,REAC:R-HSA-1236394,Signaling by ERBB4,9.486253588707137e-13,True,Signaling by ERBB4,54,102,12,11004,0.11764705882352941,0.2222222222222222,query_1,['REAC:R-HSA-9006934']
REAC,REAC:R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,1.3026398129850888e-12,True,Toll Like Receptor TLR6:TLR2 Cascade,111,102,15,11004,0.14705882352941177,0.13513513513513514,query_1,['REAC:R-HSA-181438']
REAC,REAC:R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,1.3026398129850888e-12,True,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,111,102,15,11004,0.14705882352941177,0.13513513513513514,query_1,"['REAC:R-HSA-166016', 'REAC:R-HSA-168179', 'REAC:R-HSA-168188']"
REAC,REAC:R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,1.357295030446637e-12,True,Signaling by CSF1 (M-CSF) in myeloid cells,30,102,10,11004,0.09803921568627451,0.3333333333333333,query_1,['REAC:R-HSA-1280215']
REAC,REAC:R-HSA-5633007,Regulation of TP53 Activity,1.418780126835454e-12,True,Regulation of TP53 Activity,160,102,17,11004,0.16666666666666666,0.10625,query_1,['REAC:R-HSA-3700989']
REAC,REAC:R-HSA-9730414,MITF-M-regulated melanocyte development,1.4323350821344184e-12,True,MITF-M-regulated melanocyte development,112,102,15,11004,0.14705882352941177,0.13392857142857142,query_1,['REAC:R-HSA-1266738']
REAC,REAC:R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,1.8242274419967755e-12,True,Toll Like Receptor 2 (TLR2) Cascade,114,102,15,11004,0.14705882352941177,0.13157894736842105,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,1.8242274419967755e-12,True,Toll Like Receptor TLR1:TLR2 Cascade,114,102,15,11004,0.14705882352941177,0.13157894736842105,query_1,['REAC:R-HSA-181438']
REAC,REAC:R-HSA-9665348,Signaling by ERBB2 ECD mutants,1.952471981947475e-12,True,Signaling by ERBB2 ECD mutants,14,102,8,11004,0.0784313725490196,0.5714285714285714,query_1,['REAC:R-HSA-1227990']
REAC,REAC:R-HSA-8876493,InlA-mediated entry of Listeria monocytogenes into host cells,2.7578063209097238e-12,True,InlA-mediated entry of Listeria monocytogenes into host cells,9,102,7,11004,0.06862745098039216,0.7777777777777778,query_1,['REAC:R-HSA-8876384']
REAC,REAC:R-HSA-2559585,Oncogene Induced Senescence,3.7246206205197954e-12,True,Oncogene Induced Senescence,33,102,10,11004,0.09803921568627451,0.30303030303030304,query_1,['REAC:R-HSA-2559583']
REAC,REAC:R-HSA-1640170,Cell Cycle,3.746514291840419e-12,True,Cell Cycle,679,102,30,11004,0.29411764705882354,0.044182621502209134,query_1,['REAC:0000000']
REAC,REAC:R-HSA-9006936,Signaling by TGFB family members,4.762154012970627e-12,True,Signaling by TGFB family members,122,102,15,11004,0.14705882352941177,0.12295081967213115,query_1,['REAC:R-HSA-162582']
REAC,REAC:R-HSA-5673001,RAF/MAP kinase cascade,4.980234637141683e-12,True,RAF/MAP kinase cascade,266,102,20,11004,0.19607843137254902,0.07518796992481203,query_1,['REAC:R-HSA-5684996']
REAC,REAC:R-HSA-69236,G1 Phase,4.997507790733308e-12,True,G1 Phase,47,102,11,11004,0.10784313725490197,0.23404255319148937,query_1,['REAC:R-HSA-453279']
REAC,REAC:R-HSA-69231,Cyclin D associated events in G1,4.997507790733308e-12,True,Cyclin D associated events in G1,47,102,11,11004,0.10784313725490197,0.23404255319148937,query_1,['REAC:R-HSA-69236']
REAC,REAC:R-HSA-453279,Mitotic G1 phase and G1/S transition,5.323919288019962e-12,True,Mitotic G1 phase and G1/S transition,148,102,16,11004,0.1568627450980392,0.10810810810810811,query_1,['REAC:R-HSA-69278']
REAC,REAC:R-HSA-5654738,Signaling by FGFR2,6.754097338230863e-12,True,Signaling by FGFR2,64,102,12,11004,0.11764705882352941,0.1875,query_1,['REAC:R-HSA-190236']
REAC,REAC:R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,9.309597250920613e-12,True,Constitutive Signaling by AKT1 E17K in Cancer,25,102,9,11004,0.08823529411764706,0.36,query_1,['REAC:R-HSA-2219528']
REAC,REAC:R-HSA-177929,Signaling by EGFR,1.2652339754831083e-11,True,Signaling by EGFR,51,102,11,11004,0.10784313725490197,0.21568627450980393,query_1,['REAC:R-HSA-9006934']
REAC,REAC:R-HSA-69615,G1/S DNA Damage Checkpoints,1.4037518248857758e-11,True,G1/S DNA Damage Checkpoints,68,102,12,11004,0.11764705882352941,0.17647058823529413,query_1,['REAC:R-HSA-69620']
REAC,REAC:R-HSA-8863795,Downregulation of ERBB2 signaling,2.0332247027538782e-11,True,Downregulation of ERBB2 signaling,27,102,9,11004,0.08823529411764706,0.3333333333333333,query_1,['REAC:R-HSA-1227986']
REAC,REAC:R-HSA-6807070,PTEN Regulation,2.659573263681643e-11,True,PTEN Regulation,138,102,15,11004,0.14705882352941177,0.10869565217391304,query_1,['REAC:R-HSA-1257604']
REAC,REAC:R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2.9491629308472585e-11,True,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",55,102,11,11004,0.10784313725490197,0.2,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",3.862019030275681e-11,True,"Cell Cycle, Mitotic",549,102,26,11004,0.2549019607843137,0.04735883424408015,query_1,['REAC:R-HSA-1640170']
REAC,REAC:R-HSA-6804760,Regulation of TP53 Activity through Methylation,3.8747994226843136e-11,True,Regulation of TP53 Activity through Methylation,19,102,8,11004,0.0784313725490196,0.42105263157894735,query_1,['REAC:R-HSA-5633007']
REAC,REAC:R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,4.306374111138006e-11,True,Toll Like Receptor 4 (TLR4) Cascade,143,102,15,11004,0.14705882352941177,0.1048951048951049,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-190236,Signaling by FGFR,6.13317047697746e-11,True,Signaling by FGFR,77,102,12,11004,0.11764705882352941,0.15584415584415584,query_1,['REAC:R-HSA-9006934']
REAC,REAC:R-HSA-199418,Negative regulation of the PI3K/AKT network,7.153419881051942e-11,True,Negative regulation of the PI3K/AKT network,99,102,13,11004,0.12745098039215685,0.13131313131313133,query_1,['REAC:R-HSA-1257604']
REAC,REAC:R-HSA-5637810,Constitutive Signaling by EGFRvIII,9.848558020370921e-11,True,Constitutive Signaling by EGFRvIII,13,102,7,11004,0.06862745098039216,0.5384615384615384,query_1,['REAC:R-HSA-5637812']
REAC,REAC:R-HSA-9664565,Signaling by ERBB2 KD Mutants,9.848558020370921e-11,True,Signaling by ERBB2 KD Mutants,21,102,8,11004,0.0784313725490196,0.38095238095238093,query_1,['REAC:R-HSA-1227990']
REAC,REAC:R-HSA-209560,NF-kB is activated and signals survival,9.848558020370921e-11,True,NF-kB is activated and signals survival,13,102,7,11004,0.06862745098039216,0.5384615384615384,query_1,['REAC:R-HSA-193639']
REAC,REAC:R-HSA-5637812,Signaling by EGFRvIII in Cancer,9.848558020370921e-11,True,Signaling by EGFRvIII in Cancer,13,102,7,11004,0.06862745098039216,0.5384615384615384,query_1,['REAC:R-HSA-1643713']
REAC,REAC:R-HSA-450294,MAP kinase activation,1.0711944848815606e-10,True,MAP kinase activation,62,102,11,11004,0.10784313725490197,0.1774193548387097,query_1,"['REAC:R-HSA-166058', 'REAC:R-HSA-168164', 'REAC:R-HSA-448424', 'REAC:R-HSA-937061', 'REAC:R-HSA-975138', 'REAC:R-HSA-975871']"
REAC,REAC:R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,1.0962415819604174e-10,True,Fc epsilon receptor (FCERI) signaling,182,102,16,11004,0.1568627450980392,0.08791208791208792,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,1.128188337039176e-10,True,NOTCH1 Intracellular Domain Regulates Transcription,46,102,10,11004,0.09803921568627451,0.21739130434782608,query_1,['REAC:R-HSA-1980143']
REAC,REAC:R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,1.2169902508537256e-10,True,DDX58/IFIH1-mediated induction of interferon-alpha/beta,82,102,12,11004,0.11764705882352941,0.14634146341463414,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-1227990,Signaling by ERBB2 in Cancer,1.4208697252575862e-10,True,Signaling by ERBB2 in Cancer,22,102,8,11004,0.0784313725490196,0.36363636363636365,query_1,['REAC:R-HSA-5663202']
REAC,REAC:R-HSA-69206,G1/S Transition,1.6510118089729419e-10,True,G1/S Transition,131,102,14,11004,0.13725490196078433,0.10687022900763359,query_1,['REAC:R-HSA-453279']
REAC,REAC:R-HSA-9012852,Signaling by NOTCH3,1.716752122829225e-10,True,Signaling by NOTCH3,48,102,10,11004,0.09803921568627451,0.20833333333333334,query_1,['REAC:R-HSA-157118']
REAC,REAC:R-HSA-9818749,Regulation of NFE2L2 gene expression,1.758722782646718e-10,True,Regulation of NFE2L2 gene expression,8,102,6,11004,0.058823529411764705,0.75,query_1,['REAC:R-HSA-9759194']
REAC,REAC:R-HSA-1295596,Spry regulation of FGF signaling,1.794886078049031e-10,True,Spry regulation of FGF signaling,14,102,7,11004,0.06862745098039216,0.5,query_1,"['REAC:R-HSA-5654726', 'REAC:R-HSA-5654727', 'REAC:R-HSA-5654732', 'REAC:R-HSA-5654733']"
REAC,REAC:R-HSA-9824439,Bacterial Infection Pathways,1.9818916466377496e-10,True,Bacterial Infection Pathways,66,102,11,11004,0.10784313725490197,0.16666666666666666,query_1,['REAC:R-HSA-5663205']
REAC,REAC:R-HSA-69563,p53-Dependent G1 DNA Damage Response,1.9818916466377496e-10,True,p53-Dependent G1 DNA Damage Response,66,102,11,11004,0.10784313725490197,0.16666666666666666,query_1,['REAC:R-HSA-69580']
REAC,REAC:R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,1.9818916466377496e-10,True,p53-Dependent G1/S DNA damage checkpoint,66,102,11,11004,0.10784313725490197,0.16666666666666666,query_1,['REAC:R-HSA-69615']
REAC,REAC:R-HSA-5654732,Negative regulation of FGFR3 signaling,2.0103878892971325e-10,True,Negative regulation of FGFR3 signaling,23,102,8,11004,0.0784313725490196,0.34782608695652173,query_1,['REAC:R-HSA-5654741']
REAC,REAC:R-HSA-168898,Toll-like Receptor Cascades,2.864463819094844e-10,True,Toll-like Receptor Cascades,165,102,15,11004,0.14705882352941177,0.09090909090909091,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-9648002,RAS processing,2.9410746067874325e-10,True,RAS processing,24,102,8,11004,0.0784313725490196,0.3333333333333333,query_1,['REAC:R-HSA-5673001']
REAC,REAC:R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,3.1401520532847834e-10,True,Signaling by FLT3 ITD and TKD mutants,15,102,7,11004,0.06862745098039216,0.4666666666666667,query_1,['REAC:R-HSA-9682385']
REAC,REAC:R-HSA-448424,Interleukin-17 signaling,3.708604959232304e-10,True,Interleukin-17 signaling,70,102,11,11004,0.10784313725490197,0.15714285714285714,query_1,['REAC:R-HSA-449147']
REAC,REAC:R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",4.358179446574363e-10,True,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",92,102,12,11004,0.11764705882352941,0.13043478260869565,query_1,['REAC:R-HSA-199418']
REAC,REAC:R-HSA-193639,p75NTR signals via NF-kB,5.401801213049372e-10,True,p75NTR signals via NF-kB,16,102,7,11004,0.06862745098039216,0.4375,query_1,['REAC:R-HSA-193704']
REAC,REAC:R-HSA-4420097,VEGFA-VEGFR2 Pathway,5.556089430402839e-10,True,VEGFA-VEGFR2 Pathway,94,102,12,11004,0.11764705882352941,0.1276595744680851,query_1,['REAC:R-HSA-194138']
REAC,REAC:R-HSA-5654726,Negative regulation of FGFR1 signaling,5.850222902458256e-10,True,Negative regulation of FGFR1 signaling,26,102,8,11004,0.0784313725490196,0.3076923076923077,query_1,['REAC:R-HSA-5654736']
REAC,REAC:R-HSA-5689896,Ovarian tumor domain proteases,6.137302631450626e-10,True,Ovarian tumor domain proteases,39,102,9,11004,0.08823529411764706,0.23076923076923078,query_1,['REAC:R-HSA-5688426']
REAC,REAC:R-HSA-9018519,Estrogen-dependent gene expression,6.871412230678744e-10,True,Estrogen-dependent gene expression,147,102,14,11004,0.13725490196078433,0.09523809523809523,query_1,['REAC:R-HSA-8939211']
